creator_id,archetype,niche_category,subscriber_count,channel_age_years,avg_retention_rate,avg_ctr,upload_freq_per_month,avg_video_length_mins,avg_video_len_std,rpm,monthly_views,revenue_90d
2980,Emerging Dabblers,Tech Deep-Dive Reviews,3203,2.1,14.33,3.18,2.2,8.4,7.84,0.85,428,1.09
3578,Emerging Dabblers,Travel,1195,0.2,30.32,4.67,0.5,2.0,7.86,1.53,109,0.5
1196,Viral Spike Chasers,lifestyle,94908,1.7,,10.46,8.8,10.8,4.62,1.16,4954,17.19
1494,Viral Spike Chasers,GAMING,169598,3.7,20.62,9.39,10.9,8.3,5.8,2.0,17824,106.9
2611,Consistent Volume Builders,Travel,"220,000",1.7,26.79,5.63,17.6,11.9,2.64,1.79,30317,162.39
556,HR Niche Specialists,Health & Fitness Coaching,36616,1.9,54.95,4.61,7.8,7.0,0.88,1.29,6878,26.67
168,Subscriber Giants,Entertainment,1973366,7.3,50.39,4.72,13.6,10.6,1.97,4.54,99286,1350.99
512,High-Retention Niche Specialists,Test Prep,250000,2.6,51.84,4.69,4.8,20.7,1.76,,43389,155.47
1730,Consistent Volume Builders,DIY & Craft Tutorials,60413,3.3,39.19,4.61,17.1,14.3,2.77,2.34,9600,67.48
2947,Emerging Dabblers,Education / Test Prep,587,1.6,19.43,3.98,1.3,11.1,7.45,1.46,98,0.43
3260,Emerging Dabblers,Travel,146,2.1,19.88,3.04,0.5,11.8,2.01,2.25,7,0.05
2522,Consistent Volume Builders,Health & Fitness Coaching,42570,4.5,29.02,4.94,23.6,9.9,2.93,2.54,6537,49.86
1893,Consistent Volume Builders,Health & Fitness Coaching,37957,1.9,36.27,5.37,19.8,10.2,2.82,1.62,2532,$12.27
1146,Viral Spike Chasers,Travel,205872,1.1,19.98,11.1,9.2,5.2,4.49,2.51,30590,$230.49
316,High-Retention Niche Specialists,Tech Deep-Dive Reviews,46473,2.4,52.33,6.2,6.7,16.6,1.75,1.3,6475,25.33
1404,Viral Spike Chasers,Health & Fitness Coaching,122376,2.8,22.5,10.3,10.3,3.8,5.35,2.21,23379,155.2
3929, Emerging Dabblers ,Health & Fitness Coaching,406,1.2 years,18.37,4.16,3.2,8.2,5.01,1.48,76,0.34
2506, Consistent Volume Builders ,Personal Finance,66596,4.6,33.63,5.58,19.1,9.3,2.92,3.04,13276,121.21
2739,Consistent Volume Builders,Personal_Finance,53165,2.9,,5.21,19.8,11.8,3.06,2.76,3358,27.77
2993,Emerging Dabblers,Tech Deep-Dive Reviews,3482,0.2,21.07,3.56,0.5,12.9,2.63,0.3,687,0.62
3547,Emerging Dabblers,Food & Cooking,114,1.1,13.3,3.6,0.5,13.1,3.91,1.56,19,0.09
2633,Consistent Volume Builders,Travel Vlogs,93938,3.1,32.04,6.25,24.7,8.3,2.38,2.97,4631,41.19
687,High-Retention Niche Specialists,Health & Fitness Coaching,8000,3.1,49.14,5.36,5.7,23.0,1.25,1.67,1408,7.05
119,Subscriber Giants,Entertainment,3975710,1.2,34.02,4.98,7.9,9.5,1.77,4.61,222327,"$3,076.50"
1382,Spike Chasers,Lifestyle,131593,0.8,18.26,10.85,9.0,4.3,5.32,2.66,12139,96.87
626,High-Retention Niche Specialists,Tech Deep-Dive Reviews,47315,2.1,53.37,5.68,8.2,14.0,1.21,,6870,15.75
1171,Viral Spike Chasers,Personal Finance,47161,2.7,15.84,8.97,10.4,5.1,4.74,1.92,2479,14.24
3270,Emerging Dabblers,Personal Finance,329,0.2,20.9,3.5,2.5,20.5,2.93,2.81,14,0.12
2563,Consistent Volume Builders,Lifestyle,43059,4.1,31.25,,19.3,12.1,1.33,,6795,51.21
663,High-Retention Niche Specialists,Personal Finance,237597,1.7,59.45,4.98,6.1,26.6,1.1,,46262,168.33
2019,Consistent Volume Builders,DIY & Craft Tutorials,51854,3.3,28.66,5.88,20.0,5.1,0.78,3.22,5929,57.31
2679, Consistent Volume Builders ,DIY & Craft Tutorials,61639,2.5,31.2,4.79,11.4,13.1,1.43,,5968,45.92
277,Subscriber Giants,Gaming,1019073,3.9,39.76,6.53,11.4,12.3,2.72,4.01,90222,1084.96
3621,Emerging Dabblers,Personal Finance,184,0.5,17.88,2.51,3.0,7.6,4.91,2.99,20,0.18
2064,Consistent Volume Builders,Education / Test Prep,76134,4.1,35.57,5.3,15.1,13.5,2.96,2.92,14182,$124.05
1476, Viral Spike Chasers ,Education / Test Prep,96405,2.9,14.47,8.68,2.4,13.1,5.05,1.59,4274,20.43
3365,Emerging Dabblers,Education / Test Prep,1341,1.2,23.81,5.28,0.6,14.9,1.07,1.19,210,0.75
3302,Dabblers,Health & Fitness Coaching,1247,0.2,16.05,3.53,2.5,18.0,8.42,1.67,165,0.83
2393,Consistent Volume Builders,Travelling,48030,4.1,30.37,4.82,16.3,8.1,2.96,2.37,9152,65.16
2943,Emerging Dabblers,Health & Fitness Coaching,672,0.9,19.84,3.46,0.9,1.0,7.98,2.5,105,0.79
2777,Emerging Dabblers,Lifestyle,2527,0.2,22.36,3.34,3.4,2.6,3.03,2.92,416,3.65
795,High-Retention Niche Specialists,Education / Test Prep,58343,3.3,58.6,5.33,6.7,11.1,0.82,1.38,9978,41.3
803,High-Retention Niche Specialists,Personal Finance,"210,653",0.7,57.11,4.8,7.7,23.1,1.0,1.08,31356,101.32
524,High-Retention Niche Specialists,Personal Finance,50369,2.9,53.27,5.49,9.0,17.2,0.52,1.03,2895,8.92
2351,Consistent Volume Builders,Education / Test Prep,43135,3.6,31.49,4.42,22.8,10.1,2.44,3.42,8225,84.27
634,High-Retention Niche Specialists,  Health & Fitness Coaching  ,19269,2.9,59.05,2.6,4.4,22.9,1.17,1.44,2739,11.81
1722,Consistent Volume Builders,Travel,48689,2.5,38.71,5.12,16.9,6.2,3.06,2.68,4007,32.23
3325,Emerging Dabblers,Travel,5640,0.5,12.97,3.62,1.2,15.9,8.21,1.93,368,2.13
3177,Emerging Dabblers,Food & Cooking,296,0.5,23.35,5.43,2.7,18.9,0.68,2.36,42,0.3
200,Subscriber Giants,  Gaming  ,1439160,5.3,37.36,3.77,15.9,20.1,2.57,3.17,260847,2484.15
30,Subscriber Giants,Gaming,2026167,9.4,40.07,4.89,7.9,20.5,2.04,5.16,278894,4314.81
382,High-Retention Niche Specialists,Lifestyle,0,2.9,47.09,6.02,6.6,13.7,2.06,1.08,9625,31.29
3892,new dabblers,Tech Deep-Dive Reviews,4118,1.5,15.06,4.1,0.5,9.2,6.63,0.91,787,$2.15
2217,Consistent Volume Builders,Travel,27438,5.9,28.52,3.82,11.5,8.6,1.75,2.86,1319,$11.31
2113,Consistent Volume Builders,Travel,"25,892",3.2,34.97,4.54,19.9,11.6,1.95,2.91,2825,24.63
565, High-Retention Niche Specialists ,Health & Fitness Coaching,33229,3.7,51.57,,3.6,19.1,0.62,1.06,2736,8.74
715,High-Retention Niche Specialists,  Health & Fitness Coaching  ,51390,2.6,51.44,4.18,6.4,23.7,1.18,1.94,2060,11.97
2281,Consistent Volume Builders,DIY & Craft Tutorials,169449,4.2,30.85,5.53,18.4,10.7,2.37,2.54,23921,182.45
3849,Emerging Dabblers,Personal Finance,2016,0.9,20.57,4.07,0.5,4.2,6.75,1.94,155,0.9
1347,Viral Spike Chasers,Life Style,"207,071",1.9,19.43,9.38,12.2,7.5,4.83,,25660,155.81
3485,Emerging Dabblers,Tech Deep-Dive Reviews,1520,0.7,,,1.1,7.8,3.89,2.29,200,1.37
1602,Consistent Volume Builders,Lifestyle,220000,3.2,30.52,5.01,17.4,7.0,0.39,2.03,22024,133.83
3239,Emerging Dabblers,Personal Finance,2111,1.9,22.17,4.55,0.5,10.4,6.02,2.2,136,0.9
3353,Emerging Dabblers,Personal Finance,"2,282",1.3,24.41,2.38,2.1,20.5,3.18,1.98,356,2.11
149,Subscriber Giants,Gaming,2920552,6.7,40.11,6.38,12.3,16.4,3.52,4.31,472929,6117.45
2648,Consistent Volume Builders,Food & Cooking,17158,3.4,25.88,4.92,24.3,11.8,1.45,4.07,1205,14.71
1175,Viral Spike Chasers,gaming,178265,1.7,20.64,9.32,14.8,9.5,5.21,,30224,236.93
2979,Emerging Dabblers,Entertainment,3771,1.4,19.33,4.22,1.4,13.0,4.07,1.0,746,2.24
2827,Emerging Dabblers,  Tech Deep-Dive Reviews  ,856,0.9,19.18,3.81,1.0,9.3,5.61,1.84,157,0.87
2730,Consistent Volume Builders,DIY & Craft Tutorials,104871,2.6,32.82,4.99,13.7,9.8,1.66,3.19,19788,189.65
3893,Emerging Dabblers,Personal Finance,557,1.7,21.78,4.28,2.3,16.3,6.12,1.29,23,0.09
145,Subscriber Giants,  Gaming  ,990226,6.5,43.54,4.69,12.7,11.8,2.74,4.28,52205,669.93
3363,Emerging Dabblers,Travel,1845,0.5,19.21,4.23,0.5,3.1,3.17,0.93,110,0.31
1078,Viral Spike Chasers,Gaming,463931,4.7,28.95,4.89,9.3,10.8,4.69,1.67,68141,340.38
3160,Emerging Dabblers,GAMING,1694,0.7,18.09,1.9,3.9,10.4,5.21,1.66,313,1.56
2884,Emerging Dabblers,  Education / Test Prep  ,1169,2.5,20.66,3.7,1.2,11.6,3.22,2.62,170,1.34
3276,Emerging Dabblers,Travel,615,1.2,19.49,4.09,2.8,14.6,5.51,0.78,64,0.15
1240,Viral Spike Chasers,Tech Deep-Dive Reviews,187647,3.8,22.38,7.61,8.7,6.4,3.84,2.23,24531,164.22
2631,Consistent Volume Builders,Food & Cooking,33118,0.4,28.72,4.52,13.4,8.5,1.32,1.67,5372,26.88
2602,Consistent Volume Builders,Health & Fitness Coaching,36084,3.7,,4.35,15.9,10.7,1.27,2.68,4529,36.41
43,Subscriber Giants,Tech Deep-Dive Reviews,1077935,6.5,102.8,,7.7,14.7,3.76,5.25,210051,3309.72
327,High-Retention Niche Specialists,  Education / Test Prep  ,25196,2.2,52.99,5.45,7.5,21.2,0.61,1.52,2303,10.49
447,High-Retention Niche Specialists,Health & Fitness Coaching,114974,2.0,55.43,5.3,7.4,17.0,1.0,0.86,17975,46.35
2205,Consistent Volume Builders,Gaming,44390,2.9,28.21,5.32,20.6,10.1,1.41,2.42,8372,60.85
2543,Consistent Volume Builders,DIY & Craft Tutorials,44691,0.7,27.68,4.18,18.4,14.8,2.2,2.52,3911,29.53
1532,Viral Spike Chasers,Entertainment,"296,009",2.0,16.9,9.04,14.4,7.5,7.08,1.69,48459,245.34
967,High-Retention Niche Specialists,DIY & Craft Tutorials,37688,4.9,55.47,4.94,5.2,12.5,1.42,0.9,4223,11.46
1514,Viral Spike Chasers,Entertainment,155000,1.3,10.02,10.6,9.3,9.5,5.42,2.4,16381,117.71
37,Subscriber Giants,education/testprep,1480754,6.4,31.58,4.24,12.7,14.2,2.82,3.92,150196,1768.17
416,High-Retention Niche Specialists,Personal Finance,"33,295",1.4,51.44,5.79,4.1,10.6,1.14,1.19,5650,20.2
3134,Emerging Dabblers,lifestyle,100,0.7,22.62,3.22,3.0,16.5,5.72,2.61,6,0.05
594, High-Retention Niche Specialists ,Travel,25149,26 months,53.92,5.63,5.0,15.8,1.51,1.63,4195,20.47
872,High-Retention Niche Specialists,Tech Deep-Dive Reviews,63228,5.5,55.56,3.7,9.9,11.7,1.72,1.28,12609,48.29
1019,Viral Spike Chasers,DIY & Craft Tutorials,"150,198",2.8,15.19,8.94,11.9,4.7,3.16,2.16,28857,187.22
3543,Emerging Dabblers,Education / Test Prep,4908,0.7 years,21.52,3.27,2.4,14.1,5.53,1.2,249,0.9
1617,Consistent Volume Builders,Gaming,34091,2.3,,5.17,22.8,10.7,1.29,0.67,4057,8.12
3618,Emerging Dabblers,Food & Cooking,422,1.8,23.29,3.49,0.7,1.9,2.18,1.69,40,0.2
506,High-Retention Niche Specialists,Personal Finance,"76,270",1.7,,4.77,8.2,26.1,0.63,1.3,3637,14.14
155,Subscriber Giants,Cooking,1532937,8.1,37.38,6.17,10.2,13.2,1.49,4.75,141315,2014.64
8,Subscriber Giants,  Personal Finance  ,1317981,4.5,33.4,,15.6,11.5,2.66,3.0,149245,1342.82
981,High-Retention Niche Specialists,  Tech Deep-Dive Reviews  ,30639,2.9,56.44,4.88,6.2,15.2,0.94,1.29,3596,$13.89
436,High-Retention Niche Specialists,Tech Deep-Dive Reviews,26871,1.6,48.51,,5.3,11.0,1.21,1.69,3345,16.97
308,Subscriber Giants,DIY & Craft Tutorials,"3,341,805",4.9,45.23,6.59,10.4,11.5,3.18,4.0,492974,5917.57
1206,Viral Spike Chasers,Lifestyle,266283,0.7,9.57,7.4,9.9/month,12.2,2.43,2.2,34752,228.92
326,High-Retention Niche Specialists,DIY & Craft Tutorials,85183,2.5,54.01,5.61,4.4,23.4,1.91,0.98,13693,40.41
1409,Viral Spike Chasers,Gaming,374782,3.8,25.4,6.74,12.9,9.8,3.02,2.27,46132,313.58
3181,Emerging Dabblers,DIY & Craft Tutorials,1373,1.5,16.63,2.89,1.3,7.8,5.09,1.95,90,0.53
3142,emerging dabblers,Tech Deep-Dive Reviews,5112,0.8,15.57,,2.1,13.2,7.27,0.92,327,0.91
3593,emerging dabblers,DIY & Craft Tutorials,1317,0.2,18.23,3.85,2.0,1.7,8.15,0.9,74,0.2
873,High-Retention Niche Specialists,Personal Finance,30904,4.4,50.8,6.45,3.7,12.9,1.13,1.48,2297,10.23
216,Subscriber Giants,Entertainment,2816173,7.3,39.29,,14.9,15.8,2.8,3.93,233088,2745.04
1755,Consistent Volume Builders,Gaming,76549,2.0,31.75,3.57,17.6,14.8,2.74,2.68,10759,86.58
761,High-Retention Niche Specialists,Entertainment,23602,1.2,58.87,5.65,6.9,24.2,1.3,1.51,4305,19.52
3004,Emerging Dabblers,Lifestyle,1609,1.4,14.74,3.11,1.6,4.9,0.85,1.31,311,1.22
2528,Consistent Volume Builders,Food & Cooking,15000,4.3,30.18,5.93,20.7,11.3,1.16,2.31,1900,13.19
3608,Emerging Dabblers,TRAVEL,1653,0.8 yrs,17.9,4.31,2.4,11.7,5.04,1.37,248,1.02
3551,Emerging Dabblers,DIY & Craft Tutorials,314,2.9,19.72,2.67,2.0,9.4,4.01,1.6,44,0.21
2237,Consistent Volume Builders,Food & Cooking,78707,4.0,29.32,3.89,19.6,2.7,2.89,2.6,8789,68.45
1008,Viral Spike Chasers,Gaming,258868,4.5,23.35,7.75,9.8,6.3,4.63,1.67,33730,168.63
167,Subscriber Giants,Personal Finance,2703107,7.4,38.73,5.28,13.8,19.5,1.56,3.51,449756,4729.24
3281,Emerging Dabblers,Personal Finance,243,1.8,20.35,,0.5,19.8,6.02,0.98,19,0.06
1770,Consistent Volume Builders,Food & Cooking,32627,2.7,33.58,6.47,17.8,13.2,2.85,3.12,3157,29.55
2375,Consistent Volume Builders,Travel,78345,2.2,29.03,4.25,20.9,10.2,0.55,,11477,89.2
3433,Emerging Dabblers,Lifestyle,0,0.2,21.46,4.03,2.0,12.9,6.48,1.24,16,0.06
1198,Viral Spike Chasers,Entertainment,95474,1.1,28.79,,15.2,7.6,5.09,1.57,8630,40.68
840,High-Retention Niche Specialists,Travel,76957,2.9,55.13,6.1,8.8,16.3,1.7,0.95,7347,20.95
3440,Emerging Dabblers,DIY & Craft Tutorials,2947,2.2,24.06,,4.1,5.7,5.59,2.55,251,1.92
1341,Viral Spike Chasers,Entertainment,266662,2.2,16.63,8.63,8.2,6.9,4.28,2.53,16120,122.25
87,Subscriber Giants,Gaming,1206755,6.9,41.09,6.08,13.2,15.6,2.38,4.07,77923,951.65
705,High-Retention Niche Specialists,Personal Finance,154512,2.7,46.22,6.0,8.6/month,18.1,0.39,1.15,22475,77.65
6,Subscriber Giants,  Tech Deep-Dive Reviews  ,747179,7.2,35.56,3.45,14.7,15.2,1.87,5.75,34217,589.95
712,High-Retention Niche Specialists,Personal Finance,139512,3.7,55.66,5.49,5.1,11.4,0.49,1.55,26247,$122.15
3737,Emerging Dabblers,Gaming,751,2.5,23.2,2.47,2.4,17.2,2.14,1.71,94,0.48
1405,Viral Spike Chasers,Education,272021,1.6,18.38,8.75,13.7,9.3,3.35,2.3,15042,103.95
2995,Dabblers,Personal Finance,100,0.5,22.61,3.23,1.9,16.5,5.49,1.03,16,0.05
3133,Emerging Dabblers,Health & Fitness Coaching,1096,1.2,,4.35,2.2,8.1,4.86,1.72,155,$0.80
1084,Viral Spike Chasers,Education / Test Prep,284753,1.6,15.32,9.87,8.8,7.4,5.56,1.37,22287,91.91
1111,Viral Spike Chasers,Entertainment,95561,2.2,15.95,9.92,5.5,8.5,4.47,2.26,15025,101.75
884,High-Retention Niche Specialists,Health & Fitness Coaching,8477,3.3,52.82,4.66,6.3,14.8,0.93,0.91,1616,4.42
1839,Consistent Volume Builders,Food & Cooking,30425,1.8,26.94,5.46,23.4,9.8,2.3,2.24,2839,19.05
1559,Consistent Volume Builders,Personal Finance,30127,3.0,31.15,5.35,18.2,9.3,1.92,2.51,5210,39.2
852,High-Retention Niche Specialists,Personal Finance,187353,4.5,52.52,5.67,8.2,21.4,0.86,1.21,8592,31.2
2126,Consistent Volume Builders,Food & Cooking,114071,3.3,29.15,5.38,25.1,12.0,1.58,2.24,10042,67.42
473,High-Retention Niche Specialists,Personal Finance,59433,3.5,59.17,3.82,6.0,19.0,0.51,1.14,9839,33.52
6, Subscriber Giants ,Tech Deep-Dive Reviews,"747,179",7.2,35.56,3.45,14.7,15.2,1.87,5.75,34217,589.95
3465,Emerging Dabblers,Travel,433,1.0,25.57,4.28,2.0,20.2,6.11,1.94,38,0.22
1107,Viral Spike Chasers,Travel,360755,3.1,10.14,9.66,6.4,11.5,4.6,1.99,16680,99.47
1811,Consistent Volume Builders,  Health/Fitness  ,57813,3.9,32.64,3.86,15.9,10.2,1.51,,10784,82.86
1195,Viral Spike Chasers,gaming,"139,929",3.0,19.93,7.4,7.5,1.5,3.64,1.47,12916,56.92
1218,Viral Spike Chasers,Food & Cooking,208203,1.8,11.97,6.91,8.8,1.9,4.42,,40286,126.4
3067,Emerging Dabblers,  personal finance  ,811,0.7,24.88,3.18,1.7,20.6,6.82,2.7,142,1.15
3443,Dabblers,education/testprep,1048,1.2,23.63,3.34,1.7,5.6,5.88,2.63,109,0.86
2826,Emerging Dabblers,Gaming,265,0.9,15.75,4.54,2.1,18.4,2.63,1.46,33,0.14
1439,Viral Spike Chasers,  DIY & Craft Tutorials  ,40000,1.5,18.81,9.56,8.6,6.3,4.84,1.88,6216,35.04
3396,Emerging Dabblers,Food & Cooking,300,1.8,21.52,3.52,4.5,7.1,6.9,1.72,37,0.19
517,High-Retention Niche Specialists,Education / Test Prep,67862,1.5,55.28,5.65,5.4,11.3,1.76,1.57,12745,60.16
3731,Emerging Dabblers,Travel,2260,0.2,19.41,3.56,3.5,10.8,5.8,2.0,310,1.86
2358,Consistent Volume Builders,Food/Cook,168323,3.1,31.6,3.51,16.6,11.9,1.99,1.69,19459,98.58
1331,Viral Spike Chasers,Lifestyle,61214,1.3,20.16,9.01,9.6,4.9,2.27,2.28,5951,40.7
2772,Emerging Dabblers,Gaming,345,1.9,23.89,4.17,2.9,19.6,5.46,,68,0.4
288,Subscriber Giants,Personal Finance,1629621,5.4,30.71,,14.3,10.2,1.38,3.7,221244,2459.07
2950, Emerging Dabblers ,  Cooking  ,134,1.1,17.16,2.18,3.5,19.3,2.45,1.29,13,0.05
1732,Consistent Volume Builders,  DIY & Craft Tutorials  ,30046,2.9,31.64,6.12,21.9,8.3,1.22,3.41,5665,57.94
763,High-Retention Niche Specialists,Personal Finance,108858,4.5,54.98,5.1,5.9,18.4,0.62,0.9,10046,27.19
941,High-Retention Niche Specialists,Education / Test Prep,23744,3.2,53.57,4.55,4.2,21.4,0.98,1.71,1519,7.78
3456,Emerging Dabblers,Entertainment,755,1.2,13.19,4.06,1.9,12.2,7.94,1.72,147,0.76
3969,Emerging Dabblers,Gaming,4030,1.5,14.79,1.53,0.7,8.4,2.01,1.36,207,0.85
263,Subscriber Giants,Personal Finance,1807226,5.5,39.55,7.47,16.5,14.3,3.72,3.66,228936,2514.37
1816,Volume Builders,Personal Finance,67140,2.9,32.32,4.9,16.6,8.6,2.22,3.72,4374,48.86
3347,Emerging Dabblers,Health & Fitness Coaching,608,0.3,18.55,4.47,2.7,2.9,4.5,1.35,73,0.3
226,Subscriber Giants,Entertainment,1803130,5.2,43.87,7.17,10.9,5.0,3.71,3.66,337282,3699.69
3773,Emerging Dabblers,Tech Deep-Dive Reviews,1772,2.1,26.82,3.53,2.5,10.9,8.8,1.7,124,0.63
48,Subscriber Giants,TRAVEL,1798327,4.3,38.04,6.4,14.2,17.4,2.7,,114858,1077.5
2120,Consistent Volume Builders,Food & Cooking,132183,3.0,26.28,4.54,13.6,13.3,2.43,3.03,9394,85.46
2454,Consistent Volume Builders,  Travel  ,130141,1.9,31.74,5.06,17.7,6.9,2.34,3.83,24197,278.26
1482,Viral Spike Chasers,Entertainment,265288,2.9,31.71,12.5,6.2,5.0,4.44,1.72,34564,178.47
3769,Emerging Dabblers,DIY & Craft Tutorials,326,2.2,23.33,2.8,3.6,9.4,6.27,1.56,16,0.07
3467,Emerging Dabblers,TRAVEL,5147,0.2,27.01,3.27,2.6,8.8,1.14,1.9,537,3.06
208,Subscriber Giants,ENTERTAINMENT,783910,7.5,,7.82,10.4,13.5,3.34,3.57,152268,1629.83
1882,Consistent Volume Builders,  Education / Test Prep  ,103269,4.3,28.17,5.18,17.9,8.9,2.23,3.47,10172,105.79
20, Subscriber Giants ,Entertainment,1536344,7.3,41.57,6.29,16.1,16.6,2.85,3.67,142345,1568.69
2561,Consistent Volume Builders,DIY & Craft Tutorials,75634,3.1,28.41,5.14,15.0,13.1,1.65,2.85,14425,123.47
3268,Emerging Dabblers,Tech Deep-Dive Reviews,7995,0.4,14.01,,3.2,20.1,5.41,2.24,857,5.76
3643,Emerging Dabblers,Entertainment,829,1.4,16.03,2.27,0.5,9.2,5.83,2.93,150,1.32
449,High-Retention Niche Specialists,Health/Fitness,"97,786",4.2,50.01,4.45,6.7,24.5,1.74,1.22,12192,44.67
373,High-Retention Niche Specialists,PERSONAL FINANCE,72085,1.4,53.84,6.22,6.8,20.2,1.28,1.1,3872,12.79
2603,Consistent Volume Builders,DIY & Craft Tutorials,26385,4.0,30.17,4.85,17.1,8.6,2.46,3.06,1401,12.88
3267,Emerging Dabblers,Education / Test Prep,495,1.8,,3.47,1.2,6.6,7.21,2.65,55,0.44
3447,Emerging Dabblers,DIY & Craft Tutorials,226,0.2,21.07,4.59,2.2,7.0,5.27,1.73,22,0.11
3421,Emerging Dabblers,Health & Fitness Coaching,1331,1.5,19.13,5.63,2.2,8.9,7.55,,176,0.88
3261,Emerging Dabblers,Lifestyle,368,1.2 years,24.07,3.56,3.6,15.4,5.26,2.26,39,0.26
2282,CVB,DIY/Crafts,40026,2.7,31.92,5.71,18.1,8.7,1.15,3.02,5717,51.82
1806,Volume Builders,DIY & Craft Tutorials,88448,2.2,25.91,5.55,18.9,7.3,2.01,2.84,13439,114.33
150,Subscriber Giants,Entertainment,1730741,6.1,34.95,7.59,10.8,13.3,2.34,3.67,262571,2889.34
1350,Viral Spike Chasers,Tech Deep-Dive Reviews,"208,923",1.7,20.0,8.46,6.9,8.0,5.32,1.92,35121,202.56
25,Subscriber Giants,GAMING,1235628,7.3,35.68,6.28,16.9/month,12.5,2.38,3.06,70837,650.11
1518,Viral Spike Chasers,Gaming,98350,2.2,26.99,8.98,9.2,1.0,3.94,2.94,6198,54.75
1991,Consistent Volume Builders,DIY & Craft Tutorials,35123,3.9,34.0,3.51,16.8,7.9,2.3,1.65,2668,13.23
2855,Emerging Dabblers,Food & Cooking,547,0.2,18.99,2.67,0.5,18.6,4.89,2.83,57,0.48
1570,Consistent Volume Builders,Food & Cooking,60155,1.2,26.87,5.59,23.4,7.6,1.82,1.93,3122,18.06
500,High-Retention Niche Specialists,Tech Deep-Dive Reviews,"18,456",4.8,60.66,5.46,6.3,20.5,1.95,1.42,3103,13.25
3099,Emerging Dabblers,Tech Deep-Dive Reviews,8527,1.2,16.47,3.05,0.8,13.0,7.4,3.31,1127,11.2
28,Subscriber Giants,TRAVEL,0,8.0,41.44,5.91,11.7,14.1,3.44,,384420,3966.54
2925,Emerging Dabblers,Education / Test Prep,"2,096",1.7,,3.35,2.1,16.6,6.92,1.82,180,$0.98
2211,Consistent Volume Builders,Entertainment,86520,3.0,31.81,5.99,15.5,7.9,1.18,2.52,8649,65.42
236,Subscriber Giants,Entertainment,1085009,2.0,34.16,6.83,6.3,15.3,2.17,3.46,72902,757.2
1682, Consistent Volume Builders ,DIY & Craft Tutorials,157088,1.8,35.85,5.38,23.4,8.8,2.12,1.95,16274,95.44
3207,Emerging Dabblers,Travel,267,1.2,20.8,4.12,2.6,8.2,6.41,1.49,24,0.11
3093,Emerging Dabblers,DIY & Craft Tutorials,262,1.7,29.87,3.86,3.2,12.4,4.56,2.0,48,0.29
3546,Emerging Dabblers,personal fin.,641,1.8,18.53,3.58,0.7,19.0,4.21,1.17,95,0.33
3806,Emerging Dabblers,Food & Cooking,1105,1.3,20.04,2.78,2.7,11.9,6.54,0.79,91,0.21
1896,Consistent Volume Builders,Lifestyle,103339,1.4,35.97,5.36,21.4,5.9,2.18,2.65,4247,33.79
3759,Emerging Dabblers,Tech Deep-Dive Reviews,609,1.2,18.35,3.59,2.4,4.9,5.47,1.62,65,0.32
2137,Consistent Volume Builders,Health & Fitness Coaching,57310,2.9,31.37,4.51,7.1,8.9,1.97,3.27,6605,64.84
2452,Consistent Volume Builders,lifestyle,114001,4.4,24.73,3.44,15.9,12.1,2.59,2.51,15466,116.34
721,HR Niche Specialists,DIY & Craft Tutorials,"69,402",2.5,59.05,5.87,6.7,13.7,0.5,0.75,10067,22.63
1615,Consistent Volume Builders,  Personal Finance  ,52500,3.6,28.73,4.25,12.9,6.3,2.32,3.48,9118,95.32
474,High-Retention Niche Specialists,Personal Finance,179021,4.2,46.71,3.99,7.6,11.1,1.0,1.45,27231,$118.62
782,high-retention niche specialists,Gaming,87874,3.2,57.93,4.54,3.5,16.3,1.37,0.84,6396,16.14
1077,Viral Spike Chasers,Personal Finance,101326,1.8,22.47,9.3,10.1,1.4,3.63,2.4,7580,54.63
312,Subscriber Giants,Personal Finance,2035830,10.2,35.91,6.75,6.6,13.4,1.94,3.5,94521,991.93
2480,Consistent Volume Builders,DIY & Craft Tutorials,"155,121",2.8,29.91,3.9,15.1,5.2,1.67,2.75,24160,198.97
3915,Emerging Dabblers,Personal Finance,146,1.9,17.47,3.18,1.1,4.2,3.98,1.78,17,0.09
3524,Emerging Dabblers,Lifestyle,719,0.2,15.37,3.85,4.0,5.0,9.07,1.65,118,0.58
3526,Emerging Dabblers,Entertainment,341,0.2,,1.16,3.1,24.7,4.17,1.66,58,0.29
3135,Emerging Dabblers,DIY & Craft Tutorials,374,2.1,20.49,3.09,4.3,10.6,5.66,2.61,47,0.37
2635,Consistent Volume Builders,Education / Test Prep,41949,3.1,34.57,4.26,19.0,5.1,1.21,2.57,1968,15.19
1277,Viral Spike Chasers,Health & Fitness Coaching,92213,2.8,30.78,8.74,9.5,5.6,3.67,2.32,11911,83.06
1021,Viral Spike Chasers,Food & Cooking,135402,3.1,,10.37,9.0,9.9,1.57,1.93,12164,70.38
2455,Consistent Volume Builders,Travel Vlogs,29638,2.0,27.27,4.63,14.8,10.9,2.3,2.89,4728,40.93
1900,Consistent Volume Builders,Lifestyle,100288,3.5,28.5,5.29,19.6,8.2,0.78,2.21,6492,43.05
647,High-Retention Niche Specialists,Health & Fitness Coaching,25532,4.2,51.75,4.98,4.5,16.4,0.7,0.95,1258,3.58
3872,Emerging Dabblers,Health & Fitness Coaching,2916,1.2,18.72,1.59,0.5,1.0,7.33,1.43,157,0.67
