creator_id,archetype,niche_category,subscriber_count,channel_age_years,avg_retention_rate,avg_ctr,upload_freq_per_month,avg_video_length_mins,avg_video_len_std,rpm,monthly_views,revenue_90d,len_consistency_score,subscriber_tier
3447,Emerging Dabblers,DIY & Craft Tutorials,226,0.2,21.07,4.59,2.2,7.0,5.27,1.73,22,0.11,60.0,Micro (<1K)
3421,Emerging Dabblers,Health & Fitness Coaching,1331,1.5,19.13,5.63,2.2,8.9,7.55,1.81,176,0.88,42.7,Small (1K-10K)
3261,Emerging Dabblers,Lifestyle,368,1.2,24.07,3.56,3.6,15.4,5.26,2.26,39,0.26,60.1,Micro (<1K)
2282,Consistent Volume Builders,DIY & Craft Tutorials,40026,2.7,31.92,5.71,18.1,8.7,1.15,3.02,5717,51.82,91.3,Mid (10K-100K)
1806,Consistent Volume Builders,DIY & Craft Tutorials,88448,2.2,25.91,5.55,18.9,7.3,2.01,2.84,13439,114.33,84.7,Mid (10K-100K)
150,Subscriber Giants,Entertainment,1730741,6.1,34.95,7.59,10.8,13.3,2.34,3.67,262571,2889.34,82.2,Mega (500K+)
1350,Viral Spike Chasers,Tech Deep-Dive Reviews,208923,1.7,20.0,8.46,6.9,8.0,5.32,1.92,35121,202.56,59.6,Large (100K-500K)
25,Subscriber Giants,GAMING,1235628,7.3,35.68,6.28,16.9,12.5,2.38,3.06,70837,650.11,81.9,Mega (500K+)
1518,Viral Spike Chasers,Gaming,98350,2.2,26.99,8.98,9.2,1.0,3.94,2.94,6198,54.75,70.1,Mid (10K-100K)
1991,Consistent Volume Builders,DIY & Craft Tutorials,35123,3.9,34.0,3.51,16.8,7.9,2.3,1.65,2668,13.23,82.5,Mid (10K-100K)
2855,Emerging Dabblers,Food & Cooking,547,0.2,18.99,2.67,0.5,18.6,4.89,2.83,57,0.48,62.9,Micro (<1K)
1570,Consistent Volume Builders,Food & Cooking,60155,1.2,26.87,5.59,23.4,7.6,1.82,1.93,3122,18.06,86.2,Mid (10K-100K)
3099,Emerging Dabblers,Tech Deep-Dive Reviews,8527,1.2,16.47,3.05,0.8,13.0,7.4,3.31,1127,11.2,43.9,Small (1K-10K)
2925,Emerging Dabblers,Education / Test Prep,2096,1.7,19.33,3.35,2.1,16.6,6.92,1.82,180,0.98,47.5,Small (1K-10K)
2211,Consistent Volume Builders,Entertainment,86520,3.0,31.81,5.99,15.5,7.9,1.18,2.52,8649,65.42,91.0,Mid (10K-100K)
236,Subscriber Giants,Entertainment,1085009,2.0,34.16,6.83,6.3,15.3,2.17,3.46,72902,757.2,83.5,Mega (500K+)
1682,Consistent Volume Builders,DIY & Craft Tutorials,157088,1.8,35.85,5.38,23.4,8.8,2.12,1.95,16274,95.44,83.9,Large (100K-500K)
3207,Emerging Dabblers,Travel,267,1.2,20.8,4.12,2.6,8.2,6.41,1.49,24,0.11,51.4,Micro (<1K)
3093,Emerging Dabblers,DIY & Craft Tutorials,262,1.7,29.87,3.86,3.2,12.4,4.56,2.0,48,0.29,65.4,Micro (<1K)
3546,Emerging Dabblers,Personal Finance,641,1.8,18.53,3.58,0.7,19.0,4.21,1.17,95,0.33,68.1,Micro (<1K)
1896,Consistent Volume Builders,Lifestyle,103339,1.4,35.97,5.36,21.4,5.9,2.18,2.65,4247,33.79,83.5,Large (100K-500K)
3759,Emerging Dabblers,Tech Deep-Dive Reviews,609,1.2,18.35,3.59,2.4,4.9,5.47,1.62,65,0.32,58.5,Micro (<1K)
2137,Consistent Volume Builders,Health & Fitness Coaching,57310,2.9,31.37,4.51,7.1,8.9,1.97,3.27,6605,64.84,85.1,Mid (10K-100K)
2452,Consistent Volume Builders,Lifestyle,114001,4.4,24.73,3.44,15.9,12.1,2.59,2.51,15466,116.34,80.3,Large (100K-500K)
721,High-Retention Niche Specialists,DIY & Craft Tutorials,69402,2.5,59.05,5.87,6.7,13.7,0.5,0.75,10067,22.63,96.2,Mid (10K-100K)
1615,Consistent Volume Builders,Personal Finance,52500,3.6,28.73,4.25,12.9,6.3,2.32,3.48,9118,95.32,82.4,Mid (10K-100K)
474,High-Retention Niche Specialists,Personal Finance,179021,4.2,46.71,3.99,7.6,11.1,1.0,1.45,27231,118.62,92.4,Large (100K-500K)
782,High-Retention Niche Specialists,Gaming,87874,3.2,57.93,4.54,3.5,16.3,1.37,0.84,6396,16.14,89.6,Mid (10K-100K)
1077,Viral Spike Chasers,Personal Finance,101326,1.8,22.47,9.3,10.1,1.4,3.63,2.4,7580,54.63,72.5,Large (100K-500K)
312,Subscriber Giants,Personal Finance,2035830,10.2,35.91,6.75,6.6,13.4,1.94,3.5,94521,991.93,85.3,Mega (500K+)
2480,Consistent Volume Builders,DIY & Craft Tutorials,155121,2.8,29.91,3.9,15.1,5.2,1.67,2.75,24160,198.97,87.3,Large (100K-500K)
3915,Emerging Dabblers,Personal Finance,146,1.9,17.47,3.18,1.1,4.2,3.98,1.78,17,0.09,69.8,Micro (<1K)
3524,Emerging Dabblers,Lifestyle,719,0.2,15.37,3.85,4.0,5.0,9.07,1.65,118,0.58,31.2,Micro (<1K)
3526,Emerging Dabblers,Entertainment,341,0.2,19.33,1.16,3.1,24.7,4.17,1.66,58,0.29,68.4,Micro (<1K)
3135,Emerging Dabblers,DIY & Craft Tutorials,374,2.1,20.49,3.09,4.3,10.6,5.66,2.61,47,0.37,57.1,Micro (<1K)
2635,Consistent Volume Builders,Education / Test Prep,41949,3.1,34.57,4.26,19.0,5.1,1.21,2.57,1968,15.19,90.8,Mid (10K-100K)
1277,Viral Spike Chasers,Health & Fitness Coaching,92213,2.8,30.78,8.74,9.5,5.6,3.67,2.32,11911,83.06,72.2,Mid (10K-100K)
1021,Viral Spike Chasers,Food & Cooking,135402,3.1,21.94,10.37,9.0,9.9,1.57,1.93,12164,70.38,88.1,Large (100K-500K)
2455,Consistent Volume Builders,Travel,29638,2.0,27.27,4.63,14.8,10.9,2.3,2.89,4728,40.93,82.5,Mid (10K-100K)
1900,Consistent Volume Builders,Lifestyle,100288,3.5,28.5,5.29,19.6,8.2,0.78,2.21,6492,43.05,94.1,Large (100K-500K)
647,High-Retention Niche Specialists,Health & Fitness Coaching,25532,4.2,51.75,4.98,4.5,16.4,0.7,0.95,1258,3.58,94.7,Mid (10K-100K)
3872,Emerging Dabblers,Health & Fitness Coaching,2916,1.2,18.72,1.59,0.5,1.0,7.33,1.43,157,0.67,44.4,Small (1K-10K)
696,High-Retention Niche Specialists,Education / Test Prep,113406,3.8,54.0,5.38,2.7,16.4,1.58,1.98,11609,69.02,88.0,Large (100K-500K)
2768,Emerging Dabblers,DIY & Craft Tutorials,2292,1.0,22.29,4.41,0.8,11.1,5.42,1.4,226,0.95,58.9,Small (1K-10K)
1074,Viral Spike Chasers,Entertainment,44660,2.6,19.76,8.39,8.3,4.8,4.35,2.09,4435,30.76,67.0,Mid (10K-100K)
3186,Emerging Dabblers,Health & Fitness Coaching,1187,1.0,15.82,3.02,0.5,4.5,7.58,1.31,217,0.85,42.5,Small (1K-10K)
3446,Emerging Dabblers,Health & Fitness Coaching,8681,1.6,19.72,3.23,3.0,15.2,6.46,3.53,1339,14.19,51.0,Small (1K-10K)
2376,Consistent Volume Builders,Travel,15000,4.9,24.02,6.15,14.5,10.6,2.81,2.07,2578,15.98,78.7,Mid (10K-100K)
323,High-Retention Niche Specialists,Food & Cooking,179650,2.5,47.89,5.59,4.6,20.8,1.78,0.74,17673,39.38,86.5,Large (100K-500K)
279,Subscriber Giants,Tech Deep-Dive Reviews,3138742,5.9,33.2,6.08,4.0,18.8,3.98,4.25,625747,7976.76,69.8,Mega (500K+)
2987,Emerging Dabblers,DIY & Craft Tutorials,473,1.3,19.49,2.05,3.4,16.3,6.95,3.45,24,0.25,47.3,Micro (<1K)
1633,Consistent Volume Builders,Travel,51471,4.1,30.85,4.85,13.9,10.3,1.85,3.4,3706,37.79,86.0,Mid (10K-100K)
1318,Viral Spike Chasers,Gaming,89253,3.4,26.46,8.73,9.0,4.3,4.26,1.63,8485,41.57,67.7,Mid (10K-100K)
2115,Consistent Volume Builders,Education / Test Prep,130801,3.1,26.37,4.59,15.5,12.3,1.75,2.38,25843,184.63,86.7,Large (100K-500K)
2877,Emerging Dabblers,Food & Cooking,1568,0.9,12.44,4.97,3.3,20.2,5.09,1.18,72,0.25,61.4,Small (1K-10K)
1224,Viral Spike Chasers,Entertainment,272116,3.8,31.73,10.49,7.0,13.6,5.24,0.89,36090,96.79,60.2,Large (100K-500K)
3905,Emerging Dabblers,Travel,3490,0.8,23.08,2.45,2.3,14.7,5.88,1.15,618,2.14,55.4,Small (1K-10K)
2271,Consistent Volume Builders,Food & Cooking,41626,2.5,30.46,4.12,25.1,13.7,0.93,3.23,4355,42.16,92.9,Mid (10K-100K)
1844,Consistent Volume Builders,TRAVEL,58646,3.3,35.02,4.14,19.7,15.4,1.85,4.16,10549,131.69,86.0,Mid (10K-100K)
2786,Emerging Dabblers,Tech Deep-Dive Reviews,329,0.2,21.35,3.75,2.1,13.5,5.86,1.81,53,0.19,55.5,Micro (<1K)
1436,Viral Spike Chasers,Gaming,107739,3.9,32.89,10.39,11.7,2.7,4.06,3.19,20147,192.95,69.2,Large (100K-500K)
3536,Emerging Dabblers,Gaming,1956,2.5,24.3,4.41,4.2,5.0,8.95,1.62,286,1.39,32.1,Small (1K-10K)
2851,Emerging Dabblers,Health & Fitness Coaching,1197,2.0,19.95,2.54,2.7,14.6,3.04,1.58,79,0.37,76.9,Small (1K-10K)
1692,Consistent Volume Builders,Personal Finance,102412,4.0,30.23,3.29,15.6,5.8,1.99,2.52,17671,133.73,84.9,Large (100K-500K)
2598,Consistent Volume Builders,DIY & Craft Tutorials,21430,2.8,36.7,4.87,22.1,15.3,2.41,2.82,1142,9.67,81.7,Mid (10K-100K)
3652,Emerging Dabblers,Travel,593,0.9,23.19,3.06,1.7,6.8,7.64,1.33,40,0.16,42.0,Micro (<1K)
3748,Emerging Dabblers,DIY & Craft Tutorials,100,1.4,20.86,4.58,2.7,10.1,4.51,1.66,8,0.04,65.8,Micro (<1K)
3522,Emerging Dabblers,Tech Deep-Dive Reviews,2024,1.0,20.73,3.43,1.1,13.5,4.87,1.77,394,2.09,63.1,Small (1K-10K)
2404,Consistent Volume Builders,Health & Fitness Coaching,30882,3.3,26.94,3.99,19.6,12.5,1.48,2.05,5689,34.95,88.8,Mid (10K-100K)
1342,Viral Spike Chasers,Entertainment,93265,1.7,27.44,9.26,9.1,7.5,5.54,2.36,6419,45.54,58.0,Mid (10K-100K)
3053,Emerging Dabblers,Education / Test Prep,449,1.0,20.58,3.18,1.6,13.2,2.23,1.81,56,0.4,83.1,Micro (<1K)
3341,Emerging Dabblers,Gaming,303,0.2,17.28,3.98,2.5,1.0,4.77,3.0,52,0.47,63.8,Micro (<1K)
2844,Emerging Dabblers,Personal Finance,104,1.0,19.9,2.29,1.7,16.0,5.9,1.68,13,0.07,55.2,Micro (<1K)
778,High-Retention Niche Specialists,Education / Test Prep,16057,0.2,52.55,4.8,6.7,12.6,1.57,1.72,1948,10.06,88.1,Mid (10K-100K)
2227,Consistent Volume Builders,DIY & Craft Tutorials,57215,2.6,31.75,5.23,17.3,9.7,2.13,2.59,8323,64.56,83.8,Mid (10K-100K)
2874,Emerging Dabblers,Gaming,146,1.8,24.94,2.65,1.1,18.6,3.83,1.28,18,0.07,70.9,Micro (<1K)
2032,Consistent Volume Builders,Food & Cooking,74507,3.8,37.18,5.48,24.0,6.0,1.87,2.76,8882,73.48,85.8,Mid (10K-100K)
2841,Emerging Dabblers,Health & Fitness Coaching,749,1.6,14.88,4.88,3.6,1.0,5.55,1.01,134,0.41,57.9,Micro (<1K)
2712,Consistent Volume Builders,DIY & Craft Tutorials,35645,1.2,31.24,5.58,14.1,9.1,1.14,2.23,1817,12.16,91.4,Mid (10K-100K)
2009,Consistent Volume Builders,Entertainment,31810,4.2,30.33,4.53,21.5,8.2,1.71,2.57,3521,27.16,87.0,Mid (10K-100K)
2348,Consistent Volume Builders,Entertainment,15000,3.5,36.28,5.18,16.8,11.7,0.79,2.36,2018,14.31,94.0,Mid (10K-100K)
2798,Emerging Dabblers,gaming,2028,0.2,17.44,3.59,0.6,10.5,4.35,1.91,143,0.82,67.0,Small (1K-10K)
3006,Emerging Dabblers,Tech Deep-Dive Reviews,2819,0.9,25.32,2.51,0.5,6.5,5.2,0.66,420,0.83,60.5,Small (1K-10K)
2214,Consistent Volume Builders,Lifestyle,15000,4.1,29.65,5.37,20.8,12.5,2.17,2.66,2226,17.77,83.5,Mid (10K-100K)
617,High-Retention Niche Specialists,Personal Finance,82361,4.4,62.85,5.19,6.9,27.8,0.21,1.63,12432,60.77,98.4,Mid (10K-100K)
2533,Consistent Volume Builders,Travel,52415,4.1,31.0,6.18,22.7,7.4,2.06,2.1,2178,13.73,84.4,Mid (10K-100K)
2286,Consistent Volume Builders,Health & Fitness Coaching,220000,3.5,30.42,4.79,19.7,8.7,1.99,3.06,37985,349.02,84.9,Large (100K-500K)
1205,Viral Spike Chasers,Lifestyle,90021,3.1,21.94,7.59,9.4,7.2,5.72,2.19,3657,24.01,56.6,Mid (10K-100K)
3096,Emerging Dabblers,Health & Fitness Coaching,791,1.7,15.56,4.62,1.0,12.6,1.78,1.33,145,0.58,86.5,Micro (<1K)
861,High-Retention Niche Specialists,Personal Finance,153020,4.3,56.39,4.33,6.9,25.4,1.31,1.25,7196,30.2,90.1,Large (100K-500K)
2799,Emerging Dabblers,Education / Test Prep,2296,1.0,23.86,1.57,2.3,17.3,6.03,2.0,399,2.4,54.2,Small (1K-10K)
3307,Emerging Dabblers,Education / Test Prep,534,0.6,18.93,3.78,1.7,6.1,2.24,1.33,93,0.37,83.0,Micro (<1K)
2892,Emerging Dabblers,Personal Finance,1476,0.6,24.7,3.67,0.5,11.5,7.75,2.72,292,2.39,41.2,Small (1K-10K)
1363,Viral Spike Chasers,Travel,122901,2.4,23.0,8.1,11.7,2.8,4.8,2.01,18829,113.52,63.6,Large (100K-500K)
709,High-Retention Niche Specialists,Health & Fitness Coaching,36645,1.9,48.82,4.59,7.1,17.2,1.03,1.59,2363,11.26,92.2,Mid (10K-100K)
2333,Consistent Volume Builders,Gaming,53417,3.2,33.5,3.94,13.8,7.9,3.49,3.39,2597,26.42,73.5,Mid (10K-100K)
3999,Emerging Dabblers,Personal Finance,1805,0.3,23.82,1.14,3.6,15.3,2.79,1.67,264,1.32,78.8,Small (1K-10K)
2265,Consistent Volume Builders,Lifestyle,88327,3.5,32.24,5.57,15.1,12.5,1.87,3.78,12055,136.55,85.8,Mid (10K-100K)
2738,Consistent Volume Builders,DIY & Craft Tutorials,40258,2.6,26.92,4.63,16.6,9.4,2.31,1.91,1761,10.1,82.5,Mid (10K-100K)
725,High-Retention Niche Specialists,Health & Fitness Coaching,60790,3.8,46.44,4.83,8.0,16.7,1.92,1.2,10488,37.78,85.4,Mid (10K-100K)
3763,Emerging Dabblers,DIY & Craft Tutorials,12000,0.5,21.48,3.33,0.5,9.7,4.58,2.81,660,5.57,65.3,Mid (10K-100K)
3796,Emerging Dabblers,Tech Deep-Dive Reviews,2854,0.5,18.59,2.05,2.8,3.3,5.77,2.29,448,3.08,56.2,Small (1K-10K)
1381,Viral Spike Chasers,Lifestyle,89751,0.3,23.91,7.91,7.0,6.9,4.2,1.87,5159,28.89,68.1,Mid (10K-100K)
458,High-Retention Niche Specialists,Health & Fitness Coaching,13997,1.1,57.07,6.89,6.6,21.5,1.61,1.25,1380,5.19,87.8,Mid (10K-100K)
557,High-Retention Niche Specialists,Education / Test Prep,55772,3.9,49.55,4.87,3.4,19.8,2.14,0.47,9278,13.14,83.8,Mid (10K-100K)
2625,Consistent Volume Builders,DIY & Craft Tutorials,64156,3.1,31.75,4.31,22.0,7.9,2.1,2.67,5604,44.82,84.1,Mid (10K-100K)
2195,Consistent Volume Builders,Travel,128157,3.8,32.63,3.57,11.8,7.4,2.04,2.63,12251,96.77,84.5,Large (100K-500K)
1258,Viral Spike Chasers,Education / Test Prep,40000,2.4,22.6,9.41,10.9,2.9,3.06,1.67,5313,26.66,76.8,Mid (10K-100K)
3085,Emerging Dabblers,Education / Test Prep,1819,0.2,25.22,3.23,0.5,17.3,2.28,1.65,118,0.58,82.7,Small (1K-10K)
3709,Emerging Dabblers,Personal Finance,110,2.2,20.1,1.77,3.4,1.9,2.62,1.25,10,0.04,80.1,Micro (<1K)
3705,Emerging Dabblers,Entertainment,119,2.3,17.07,4.12,3.0,10.9,2.43,2.02,9,0.05,81.6,Micro (<1K)
897,High-Retention Niche Specialists,DIY & Craft Tutorials,15750,3.3,48.29,5.43,3.3,4.6,1.41,1.13,3054,10.36,89.3,Mid (10K-100K)
895,High-Retention Niche Specialists,Education / Test Prep,18115,3.5,53.68,6.39,6.7,17.8,1.11,1.17,2568,9.04,91.6,Mid (10K-100K)
1541,Consistent Volume Builders,Lifestyle,17752,3.3,28.0,4.79,20.9,9.6,3.31,3.07,1431,13.17,74.9,Mid (10K-100K)
318,High-Retention Niche Specialists,Tech Deep-Dive Reviews,50092,2.2,60.09,5.86,2.8,20.4,1.39,0.9,3813,10.24,89.5,Mid (10K-100K)
3343,Emerging Dabblers,Food & Cooking,904,0.2,15.53,2.6,3.0,21.9,2.7,2.55,111,0.85,79.5,Micro (<1K)
2321,Consistent Volume Builders,Lifestyle,77425,4.8,32.73,4.18,16.4,11.8,2.93,1.52,3396,15.44,77.8,Mid (10K-100K)
567,High-Retention Niche Specialists,Health & Fitness Coaching,26197,1.6,54.55,5.62,4.4,16.3,0.81,1.41,4594,19.47,93.9,Mid (10K-100K)
970,High-Retention Niche Specialists,DIY & Craft Tutorials,9611,5.7,50.32,6.64,6.7,8.1,1.24,1.16,729,2.55,90.6,Small (1K-10K)
193,Subscriber Giants,Tech Deep-Dive Reviews,1268157,7.1,25.36,5.66,11.3,11.3,1.84,4.05,175989,2139.74,86.0,Mega (500K+)
1958,Consistent Volume Builders,Tech Deep-Dive Reviews,90246,1.6,36.28,5.08,17.6,9.0,1.02,2.47,10577,78.43,92.3,Mid (10K-100K)
1914,Consistent Volume Builders,Travel,35534,0.8,33.36,5.43,23.2,10.0,2.25,3.75,6871,77.21,82.9,Mid (10K-100K)
690,High-Retention Niche Specialists,Personal Finance,45434,1.7,49.09,5.97,6.9,16.6,0.47,0.66,3359,6.7,96.4,Mid (10K-100K)
805,High-Retention Niche Specialists,Travel,32342,4.8,52.76,5.63,3.7,25.2,1.28,1.12,5146,17.25,90.3,Mid (10K-100K)
3169,Emerging Dabblers,Tech Deep-Dive Reviews,166,2.3,13.39,3.75,2.9,16.5,4.76,2.04,12,0.07,63.9,Micro (<1K)
242,Subscriber Giants,Lifestyle,1497629,8.2,47.86,7.01,12.4,14.7,2.94,4.46,221893,2968.17,77.7,Mega (500K+)
1677,Consistent Volume Builders,Gaming,38975,2.0,31.79,3.34,18.0,9.2,2.71,2.14,3729,23.99,79.4,Mid (10K-100K)
2339,Consistent Volume Builders,Travel,90843,1.8,34.86,4.33,23.0,12.7,3.7,2.64,8136,81.65,71.9,Mid (10K-100K)
1747,Consistent Volume Builders,Travel,47447,0.2,28.26,5.15,20.1,13.4,3.57,1.97,5656,33.4,72.9,Mid (10K-100K)
2868,Emerging Dabblers,Personal Finance,2083,0.5,19.21,2.91,3.5,7.8,5.51,1.81,127,0.75,58.2,Small (1K-10K)
1954,Consistent Volume Builders,Travel,22787,2.9,34.14,4.56,23.1,8.7,3.29,2.91,2907,25.41,75.0,Mid (10K-100K)
3046,Emerging Dabblers,Food & Cooking,916,1.1,19.33,3.87,3.2,1.5,9.75,1.32,48,0.19,26.0,Micro (<1K)
1252,Viral Spike Chasers,Personal Finance,122761,2.3,21.47,7.85,6.8,9.7,2.25,2.55,21948,168.06,82.9,Large (100K-500K)
3163,Emerging Dabblers,Personal Finance,382,2.17,23.55,2.51,2.5,14.7,5.81,2.67,44,0.35,55.9,Micro (<1K)
2499,Consistent Volume Builders,DIY & Craft Tutorials,45385,2.4,32.26,5.47,14.5,5.1,2.79,2.81,6523,54.93,78.8,Mid (10K-100K)
2715,Consistent Volume Builders,Entertainment,50797,3.5,30.99,3.46,16.3,10.5,2.32,3.24,4120,40.06,82.4,Mid (10K-100K)
906,High-Retention Niche Specialists,Lifestyle,22665,4.5,49.17,5.2,3.7,19.0,1.14,0.99,2313,6.84,91.4,Mid (10K-100K)
2607,Consistent Volume Builders,TRAVEL,36815,2.9,31.75,4.82,14.0,11.4,3.28,2.27,3690,25.16,75.1,Mid (10K-100K)
3819,Emerging Dabblers,Personal Finance,175,1.0,17.24,3.06,2.1,23.6,5.93,2.11,32,0.2,55.0,Micro (<1K)
603,High-Retention Niche Specialists,Tech Deep-Dive Reviews,22550,3.4,44.27,5.56,7.7,24.4,1.22,1.25,3081,11.05,90.7,Mid (10K-100K)
770,High-Retention Niche Specialists,Education / Test Prep,21963,3.4,51.34,5.69,5.0,8.6,0.41,0.99,2755,8.15,96.9,Mid (10K-100K)
2047,Consistent Volume Builders,Travel,66540,4.6,34.93,3.43,17.1,8.8,3.34,1.41,8853,37.37,74.7,Mid (10K-100K)
1789,Consistent Volume Builders,Personal Finance,56440,2.6,35.15,5.73,25.0,11.5,2.03,2.57,9253,71.28,84.6,Mid (10K-100K)
1038,Viral Spike Chasers,Education / Test Prep,500957,2.6,19.3,10.76,9.5,4.7,4.16,1.42,35704,152.6,68.4,Mega (500K+)
2139,Consistent Volume Builders,DIY & Craft Tutorials,28402,1.8,36.53,5.47,19.8,12.5,1.18,1.7,4773,24.36,91.0,Mid (10K-100K)
2424,Consistent Volume Builders,Personal Finance,104512,3.1,31.38,4.88,16.9,11.0,1.77,3.9,8034,94.0,86.6,Large (100K-500K)
1117,Viral Spike Chasers,Education / Test Prep,93372,3.5,14.39,8.01,7.1,13.7,6.13,2.75,17059,140.53,53.5,Mid (10K-100K)
864,High-Retention Niche Specialists,Personal Finance,83032,4.7,52.41,6.38,6.3,20.1,1.22,1.37,4691,19.26,90.7,Mid (10K-100K)
935,High-Retention Niche Specialists,Health & Fitness Coaching,41006,2.7,53.99,4.19,6.2,24.4,1.09,1.69,6213,31.56,91.7,Mid (10K-100K)
1546,Consistent Volume Builders,Lifestyle,66111,3.9,28.58,5.3,18.2,15.4,1.07,2.53,9316,70.79,91.9,Mid (10K-100K)
1368,Viral Spike Chasers,Entertainment,172632,3.6,18.86,8.6,10.4,3.2,2.42,0.8,25488,61.12,81.6,Large (100K-500K)
2230,Consistent Volume Builders,Lifestyle,104006,2.7,37.87,5.14,12.5,6.8,1.84,2.72,11723,95.75,86.0,Large (100K-500K)
2667,Consistent Volume Builders,Travel,57382,4.6,33.36,5.47,12.9,7.7,2.85,3.17,5231,49.72,78.4,Mid (10K-100K)
1681,Consistent Volume Builders,Lifestyle,23847,4.7,25.88,3.73,22.1,6.1,3.22,2.47,2459,18.19,75.6,Mid (10K-100K)
1138,Viral Spike Chasers,Travel,157027,2.0,17.83,11.06,8.9,5.6,3.58,2.01,6755,40.73,72.8,Large (100K-500K)
810,High-Retention Niche Specialists,Personal Finance,148679,5.0,52.44,4.4,3.9,8.8,1.25,1.18,16663,59.2,90.5,Large (100K-500K)
164,Subscriber Giants,Tech Deep-Dive Reviews,985424,5.0,37.17,5.88,15.7,22.9,4.42,4.3,174960,2566.38,66.5,Mega (500K+)
2666,Consistent Volume Builders,DIY & Craft Tutorials,48929,3.5,34.26,5.26,21.9,9.5,1.24,3.18,5117,48.82,90.6,Mid (10K-100K)
3176,Emerging Dabblers,Tech Deep-Dive Reviews,1106,3.0,18.04,2.94,4.6,10.6,3.08,1.91,81,0.46,76.6,Small (1K-10K)
3185,Emerging Dabblers,Personal Finance,156,1.4,24.92,4.01,1.7,20.1,5.65,1.95,20,0.12,57.1,Micro (<1K)
2104,Consistent Volume Builders,DIY & Craft Tutorials,25219,0.8,34.69,4.38,18.8,13.5,2.36,2.25,4973,33.56,82.1,Mid (10K-100K)
1767,Consistent Volume Builders,DIY & Craft Tutorials,22598,3.0,20.43,6.3,22.2,6.4,0.94,3.57,3776,40.41,92.9,Mid (10K-100K)
3776,Emerging Dabblers,Personal Finance,137,0.4,18.12,2.16,0.5,18.0,0.52,0.77,17,0.04,96.1,Micro (<1K)
3832,Emerging Dabblers,Personal Finance,242,1.6,14.43,3.74,1.4,11.0,5.18,0.91,31,0.08,60.7,Micro (<1K)
1018,Viral Spike Chasers,Lifestyle,175107,1.9,20.17,8.69,5.7,11.2,3.85,1.54,9986,46.27,70.8,Large (100K-500K)
2488,Consistent Volume Builders,Education / Test Prep,60524,2.7,25.95,4.63,15.6,7.2,1.43,2.71,4669,38.0,89.2,Mid (10K-100K)
366,High-Retention Niche Specialists,Education / Test Prep,22926,3.3,53.56,5.47,4.5,26.5,1.16,0.93,2239,6.22,91.2,Mid (10K-100K)
453,High-Retention Niche Specialists,Health & Fitness Coaching,55912,3.7,57.2,5.49,6.2,15.2,0.2,1.74,3871,20.21,98.5,Mid (10K-100K)
1597,Consistent Volume Builders,Lifestyle,31439,3.2,32.22,4.15,10.5,8.4,2.77,2.64,2577,13.04,79.0,Mid (10K-100K)
3278,Emerging Dabblers,Gaming,904,0.2,15.59,1.37,1.6,1.3,6.46,2.26,119,0.81,51.0,Micro (<1K)
3212,Emerging Dabblers,Lifestyle,5147,1.0,17.5,2.9,2.8,17.4,5.94,1.39,893,3.73,54.9,Small (1K-10K)
3869,Emerging Dabblers,DIY & Craft Tutorials,443,0.8,15.19,4.49,0.5,6.1,6.49,0.72,48,0.1,50.8,Micro (<1K)
3918,Emerging Dabblers,Travel,508,0.8,22.68,2.57,1.1,16.2,3.31,1.81,40,0.27,74.9,Micro (<1K)
3611,Emerging Dabblers,Personal Finance,500,1.1,26.38,1.65,1.3,6.9,7.08,1.99,25,0.15,46.3,Micro (<1K)
2087,Consistent Volume Builders,Travel,92378,3.1,31.32,3.81,22.2,9.9,1.98,4.1,4302,52.87,85.0,Mid (10K-100K)
27,Subscriber Giants,Personal Finance,2148064,7.6,43.9,8.13,9.0,11.5,0.2,3.94,136289,1610.95,98.5,Mega (500K+)
17,Subscriber Giants,Entertainment,1955049,5.2,33.43,4.46,13.4,13.8,2.53,3.05,128835,1179.24,80.8,Mega (500K+)
3243,Emerging Dabblers,Food & Cooking,5506,1.3,19.33,3.15,4.4,7.7,7.53,1.96,494,2.9,42.9,Small (1K-10K)
3074,Emerging Dabblers,Tech Deep-Dive Reviews,1948,0.2,11.31,3.95,2.1,9.8,7.7,2.13,273,1.74,41.6,Small (1K-10K)
93,Subscriber Giants,Tech Deep-Dive Reviews,1239211,3.9,38.73,4.38,12.0,10.8,3.04,3.71,80702,898.82,76.9,Mega (500K+)
844,High-Retention Niche Specialists,Education / Test Prep,40082,2.7,52.14,5.13,3.4,26.1,2.18,1.14,4468,15.24,83.5,Mid (10K-100K)
553,High-Retention Niche Specialists,Tech Deep-Dive Reviews,191062,2.1,54.0,5.78,6.4,28.3,1.05,1.36,17028,69.67,92.0,Large (100K-500K)
3631,Emerging Dabblers,Entertainment,2317,1.1,13.64,3.8,4.8,11.6,4.03,2.28,428,2.93,69.4,Small (1K-10K)
1519,Viral Spike Chasers,Entertainment,89752,2.1,27.81,7.75,11.3,6.5,2.33,1.82,10783,58.81,82.3,Mid (10K-100K)
1554,Consistent Volume Builders,Personal Finance,90084,2.6,35.83,4.91,19.4,17.8,2.24,3.53,8712,92.26,83.0,Mid (10K-100K)
3481,Emerging Dabblers,Lifestyle,2945,1.4,17.08,5.76,2.8,9.3,2.19,1.58,537,2.54,83.4,Small (1K-10K)
3951,Emerging Dabblers,Personal Finance,604,0.3,23.15,2.25,2.4,17.2,3.87,1.5,63,0.28,70.6,Micro (<1K)
